Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,emission_types
TAJIGUAS LANDFILL,GAVIOTA,California,93117,14470 CALLE REAL,SANTA BARBARA COUNTY,34.4795,-120.1278,562212,HH,Waste,24753.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
"TALCO Midstream Assets, LTD. - Holly Common Point #3 Compressor Station",Grand Cane,Louisiana,71032,8451 Hwy. 175,DE SOTO PARISH,32.16151,-93.713075,211130,"C,W-PROC",Petroleum and Natural Gas Systems,147842.824,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
"TALCO Midstream Assets, LTD. - Holly Common Point #6 Facility",Dallas,Texas,75251,12377 Merit Dr. STE 300A,DALLAS COUNTY,32.91593,-96.77249,211130,"C,W-PROC",Petroleum and Natural Gas Systems,84210.924,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TAMCO,RANCHO CUCAMONGA,California,91739,12459-B Arrow Route,SAN BERNARDINO COUNTY,34.09787,-117.529362,331110,C,Metals,18399.58,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TAMINCO US LLC,SAINT GABRIEL,Louisiana,70776,3790 HIGHWAY 30,IBERVILLE PARISH,30.250833,-91.092278,325199,C,Chemicals,55420.592,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TAMINCO US LLC,PACE,Florida,32571,4575 HWY. 90 E.,SANTA ROSA COUNTY,30.589186,-87.136517,325199,C,Chemicals,65085.904,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TANGIPAHOA PARISH REGIONAL SOLID WASTE FACILITY,INDEPENDENCE,Louisiana,70443,57510 HANO RD,TANGIPAHOA PARISH,30.68696,-90.56578,562111,HH,Waste,7042.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
TARGA BENEDUM EDWARD JOYCE GAS PROCESSING PLANT,RANKIN,Texas,79778,8900 FM 1555,UPTON COUNTY,31.33556,-101.797218,211130,"C,W-PROC",Petroleum and Natural Gas Systems,232835.51299284468,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA Buffalo Gas Processing Plant,Stanton,Texas,79782,2833 N FM 1212,,32.1309623,-101.8015688,211130,"C,W-PROC",Petroleum and Natural Gas Systems,77251.28621396777,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA COALGATE STONEWALL GAS PROCESSING PLANT,Coalgate,Oklahoma,74538,,COAL COUNTY,34.586443,-96.287956,211130,"C,W-PROC",Petroleum and Natural Gas Systems,78197.48367660207,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA DRIVER JOHNSON GAS PROCESSING PLANT,MIDKIFF,Texas,79755,"31.7371, 101.7987",UPTON COUNTY,31.502598,-101.911987,211130,"C,W-PROC",Petroleum and Natural Gas Systems,225376.6032694848,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA FALCON GAS PROCESSING PLANT,Orla,Texas,79770,,CULBERSON COUNTY,31.9816,-104.065,211130,"C,W-PROC",Petroleum and Natural Gas Systems,44168.71,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA GATEWAY GAS PROCESSING PLANT,Garden City,Texas,79739,20601 TX-137,,31.6446303729587,-101.632035540893,211130,"C,W-PROC",Petroleum and Natural Gas Systems,59733.25285473248,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA HICKORY HILLS GAS PROCESSING PLANT,Stuart,Oklahoma,74570,8636 U.S. HWY 270,,34.911552,-96.134662,211130,"C,W-PROC",Petroleum and Natural Gas Systems,54647.79078191439,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA LOVING GAS PROCESSING PLANT,Loving County,Texas,79754,4173 Private Road 4051,,31.81881,-103.6594267,211130,"C,W-PROC",Petroleum and Natural Gas Systems,23189.924686315306,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA MIDKIFF GAS PROCESSING PLANT,MIDKIFF,Texas,79755,17400 E FM 2401,UPTON COUNTY,31.502598,-101.911987,211130,"C,W-PROC",Petroleum and Natural Gas Systems,231551.28872305623,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA OAHU GAS PROCESSING PLANT,Coyanosa,Texas,79743,3542 FM 1776,,31.242421,-103.067545,211130,"C,PP,UU,W-PROC","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",40728.62269412313,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA PEMBROOK GAS PROCESSING PLANT,MIDKIFF,Texas,79755,1500 CR 135,UPTON COUNTY,31.632682,-101.843305,211130,"C,W-PROC",Petroleum and Natural Gas Systems,234018.932,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA PEREGRINE GAS PROCESSING PLANT,Orla,Texas,79770,14912 FM 652,,31.8255507362119,-103.908789771562,211130,"C,W-PROC",Petroleum and Natural Gas Systems,26921.791357498238,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA RAPTOR GAS PROCESSING PLANT,Cotulla,Texas,78014,2656 South Interstate 35,LA SALLE COUNTY,28.407351,-99.255954,211130,"C,W-PROC",Petroleum and Natural Gas Systems,8152.38378044191,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA SILVER OAK GAS PLANT,Tuleta,Texas,78162,8402 County Road 107,BEE COUNTY,28.555548,-97.856385,211130,"C,W-PROC",Petroleum and Natural Gas Systems,72418.91407091246,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA TUPELO GAS PROCESSING PLANT,Coalgate,Oklahoma,74538,,COAL COUNTY,34.5864,-96.288,211130,"C,W-PROC",Petroleum and Natural Gas Systems,30042.14883765755,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA VELMA GAS PROCESSING PLANT,VELMA,Oklahoma,73491,,STEPHENS COUNTY,34.4615,-97.6905,211130,"C,W-PROC",Petroleum and Natural Gas Systems,38895.07426792461,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA WAYNOKA NATURAL GAS PROCESSING PLANT,ALVA,Oklahoma,73717,,WOODS COUNTY,36.6526,-98.7673,211130,"C,W-PROC",Petroleum and Natural Gas Systems,85229.47142811204,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARGA WILDCAT GAS PROCESSING PLANT,Kermit,Texas,79745,8496 W State HWY 302,,31.805233,-103.241229,211130,"C,PP,UU,W-PROC","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",163197.80342854277,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TARMAC PENNSUCO COMPLEX,MEDLEY,Florida,33178,11000 NORTHWEST 121 WAY,MIAMI-DADE COUNTY,25.8739,-80.3756,327310,H,Minerals,1276583.57,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Cement Production
TATE & LYLE CITRIC ACID,DAYTON,Ohio,45414,5600 BRENTLINGER DRIVE,MONTGOMERY COUNTY,39.82359,-84.16935,325199,C,Chemicals,31585.532,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
TATE & LYLE LAFAYETTE SOUTH,LAFAYETTE,Indiana,47905,3300 US 52 S,TIPPECANOE COUNTY,40.37909,-86.83882,311221,C,Other,216943.134,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TATE & LYLE SAGAMORE,LAFAYETTE,Indiana,47904,2245 N SAGAMORE PARKWAY,TIPPECANOE COUNTY,40.43921,-86.8601,311221,C,Other,127999.612,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
TAUNTON SANITARY LANDFILL,TAUNTON,Massachusetts,2780,330 EAST BRITANNIA ST,BRISTOL COUNTY,41.92299,-71.086477,562212,"C,HH",Waste,4215.35,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
TAZEWELL RECYCLING & DISPOSAL FACILITY,EAST PEORIA,Illinois,61611,3550 E WASHINGTON ST,TAZEWELL COUNTY,40.67536,-89.50504,562212,"C,HH",Waste,5564.574,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
TC INDUSTRIES INC,CRYSTAL LAKE,Illinois,60012,3703 SOUTH ROUTE 31,MCHENRY COUNTY,42.275197,-88.289724,332811,C,Other,18777.18,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TDX NORTH SLOPE GEN/NORTH SLOPE GENERATI,anchorage,Alaska,99503,"3601 C Street, Suite 1000-51",NORTH SLOPE BOROUGH,70.200176,-148.466685,221112,C,Power Plants,88035.968,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TEAPOT DOME LANDFILL,PORTERVILLE,California,93257,21063 AVENUE 128,TULARE COUNTY,36.0195,-119.1032,562212,HH,Waste,3984.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
TEHAMA COUNTY/RED BLUFF LANDFILL,RED BLUFF,California,96080,19995 PLYMIRE ROAD,TEHAMA COUNTY,40.19656,-122.29375,562212,HH,Waste,24447.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
TEMPLE RECYCLING AND DISPOSAL FACILITY,TEMPLE,Texas,76501,706 LANDFILL RD,BELL COUNTY,31.07982,-97.3089,562212,HH,Waste,105199.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
TEMPLE UNIVERSITY,PHILADELPHIA,Pennsylvania,19122,1009 WEST MONTGOMERY AVENUE,PHILADELPHIA COUNTY,39.979354,-75.151017,611310,C,Other,31736.384,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TEMPLE UNIVERSITY HEALTH SCIENCES CAMPUS,PHILADELPHIA,Pennsylvania,19140,1218 W ONTARIO,PHILADELPHIA COUNTY,40.00436,-75.1498,611310,C,Other,28067.792,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TENNESSEE ALLOYS CORPORATION,BRIDGEPORT,Alabama,35740,101 GARNER RD,JACKSON COUNTY,34.94458,-85.69987,331110,"C,K",Metals,166346.426,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Ferroalloy Production
TENSAS PARISH LANDFILL,ST JOSEPH,Louisiana,71366,,TENSAS PARISH,31.988313,-91.267801,562212,HH,Waste,37446.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
TERRA INTERNATIONAL (OKLAHOMA) INC,WOODWARD,Oklahoma,73801,1000 TERRA DRIVE,WOODWARD COUNTY,36.43722,-99.47108,325311,"C,G,PP,V","Chemicals,Suppliers of CO2",1277183.674,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Ammonia Manufacturing<br>Nitric Acid Production
TES Filer City Station,FILER CITY,Michigan,49634,700 MEE ST,Manistee,44.217,-86.2906,221112,C,Power Plants,536471.572,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
TESORO ALASKA PETROLEUM CO,KENAI,Alaska,99611,54741 TESORO ROAD,KENAI PENINSULA BOROUGH,60.683603,-151.367204,324110,"C,P,W-LNGIE,Y","Chemicals,Petroleum and Natural Gas Systems,Refineries",475952.978,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Hydrogen Production<br>Petroleum and Natural Gas Systems – LNG Import/Export<br>Petroleum Refining
TESORO CORPORATION-ANACORTES REFINERY,ANACORTES,Washington,98221,10200 WEST MARCH POINT ROAD,SKAGIT COUNTY,48.489534,-122.564292,324110,"C,Y",Refineries,1208552.04,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum Refining
TESORO REFINING AND MARKETING COMPANY GOLDEN EAGLE REFINERY,MARTINEZ,California,94553,150 SOLANO WAY,CONTRA COSTA COUNTY,38.0251,-122.0639,324110,"C,P,PP,Y","Chemicals,Refineries,Suppliers of CO2",776026.14,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Hydrogen Production<br>Petroleum Refining
"TETRA Technologies, Inc.",El Dorado,Arkansas,71730,369 Feed Mill Rd,UNION COUNTY,33.178611,-92.719167,325199,C,Chemicals,7346.624,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TEXAS DISPOSAL SYSTEMS LANDFILL,BUDA,Texas,78610,3016 FM 1327,TRAVIS COUNTY,30.09862,-97.75248,562212,HH,Waste,113082.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
TEXAS GAS TRANSMISSION - GREENVILLE STATION,GREENVILLE,Mississippi,38701,1012 BEAUCHAMP ST,WASHINGTON COUNTY,33.392476,-91.017584,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,84059.946,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TEXAS INSTRUMENTS NORTH CAMPUS,DALLAS,Texas,75243,13500 NORTH CENTRAL EXPRESSWAY,DALLAS COUNTY,32.93311,-96.7537,334413,"C,I",Other,512772.402348,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>HFC emissions<br>PFC emissions<br>SF6 emissions <br>NF3 emissions<br>Other Fully Fluorinated GHG emissions<br>Very Short-lived Compounds emissions<br>Stationary Combustion<br>Electronics Manufacture
TEXAS LEHIGH CEMENT COMPANY LP,BUDA,Texas,78610,1000 JACK C HAYS TRL,HAYS COUNTY,30.0536,-97.8572,327310,"C,H",Minerals,1023165.96,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Cement Production
TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,HOUSTON,Texas,77030,1615 BRAESWOOD,HARRIS COUNTY,29.703682,-95.396186,221330,C,Power Plants,112762.322,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TEXAS TECH UNIVERSITY,Lubbock,Texas,79409,"2903 4th St, Rm 122",LUBBOCK COUNTY,33.59223,-101.880084,611310,C,Other,63068.312,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TEXOMA AREA SOLID WASTE AUTHORITY LANDFI,WHITESBORO,Texas,76273,25090 STATE HIGHWAY 56,GRAYSON COUNTY,33.6322,-96.8419,562212,HH,Waste,110378.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
TEXTRON CWC DIVISION,MUSKEGON,Michigan,49441,1085 WEST SHERMAN BOULEVARD,MUSKEGON COUNTY,43.205414,-86.270352,331511,C,Metals,33985.294,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TG Missouri Corporation,Perryville,Missouri,63775,2200 Plattin Road,PERRY COUNTY,37.747231,-89.868332,336390,"C,T",Metals,27321.1,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>SF6 emissions <br>Stationary Combustion<br>Magnesium Production
"TGG Pipeline, Ltd. - Shelby #3 Facility",Dallas,Texas,75251,12377 Merit Dr. STE 300A,DALLAS COUNTY,32.91593,-96.77249,211130,"C,W-PROC",Petroleum and Natural Gas Systems,67253.19,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
"TGP Station 071 Middleton, TN",Middleton,Tennessee,38052,2560 Highway 125 South,HARDEMAN COUNTY,35.032933,-88.894599,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,22414.228,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 096 Campbellsville, KY",Campbellsville,Kentucky,42718,1380 Hobston Rd,TAYLOR COUNTY,37.412284,-85.391864,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,32720.87,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 106 Clay City, KY",Clay City,Kentucky,40312,10205 Winchester Rd,POWELL COUNTY,37.923253,-83.984888,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,157313.558,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 114 Catlettsburg, KY",Catlettsburg,Kentucky,41129,29450 Mayo Trail,BOYD COUNTY,38.271667,-82.575,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,63562.514,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 119A Rocky Fork, WV",Charleston,West Virginia,25312,584 Berry Lane,,38.4504410712753,-81.7167670409154,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,61447.97,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 11A Edna, TX",Edna,Texas,77597,121 County Road 117 N,JACKSON COUNTY,28.980402,-96.666034,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,58492.748,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 200 Greenup, KY",GREENUP,Kentucky,41144,14888 SR 7,GREENUP COUNTY,38.544371,-82.928643,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,74764.35,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 204 Albany,Albany,Ohio,45710,2335 US Hwy 50 W,ATHENS COUNTY,39.215277,-82.260032,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,65060.67,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 209 CAMBRIDGE (Cumberland),CUMBERLAND,Ohio,43732,3428 CLAY PIKE RD,GUERNSEY COUNTY,39.93917,-81.68208,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,53262.962,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 214 Carrollton,CARROLLTON,Ohio,44615,2029 COBBLER ROAD NE,CARROLL COUNTY,40.6217,-81.0463,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,64715.768,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 219 Mercer,MERCER,Pennsylvania,16137,1211 GREENVILLE MERCER ROAD,MERCER COUNTY,41.276155,-80.271841,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,38840.364,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 229 Hamburg,EDEN,New York,14057,7586 EAST EDEN ROAD,ERIE COUNTY,42.67698,-78.82736,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,9358.97,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 230, Lockport Compressor Station",Lockport,New York,14094,5186 Lockport Junction Road,NIAGARA COUNTY,43.159,-78.75462,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,74542.574,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 241 Lafayette,LAFAYETTE,New York,13084,3447 SENTINEL HEIGHTS ROAD,ONONDAGA COUNTY,42.93948,-76.11411,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,34078.33,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 245 West Winfield,WEST WINFIELD,New York,13491,457 BURROWS RD,HERKIMER COUNTY,42.874342,-75.171191,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,15247.804,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 249 Carlisle,CARLISLE,New York,12031,2840 US RT 20 EAST,SCHOHARIE COUNTY,42.766734,-74.461355,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,19216.786,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 254 Nassau,Nassau,New York,12123,5035 SR 66,RENSSELAER COUNTY,42.512239,-73.630073,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,22360.822,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 261 Agawam,Agawam,Massachusetts,1001,1615 Suffield St,HAMPDEN COUNTY,42.0336,-72.63702,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,18810.288,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 264 Charlton,Charlton,Massachusetts,1507,196 Carpenter Hill Rd,WORCESTER COUNTY,42.1218,-72.0021,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,27171.4,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
